,ensembl_id,gene_symbol,disease_id,disease_label,score,datasource_id,confidence,variant_so_id,is_approved,SO_label,study_id,variant_rsid,functional_consq,last_clinvar_update,panel_version,panel_version_date,clinical_significances,allelic_requirements,chembl_id,moa,tractability_type,id,is_appoved,LoF_other,is_inhibitor
216,ENSG00000068078,FGFR3,Orphanet_53271,Muenke syndrome,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,monoallelic,None,None,,445122c5e3bd09ec42f8c056e89f83df91ca0a2b,False,False,False
217,ENSG00000077782,FGFR1,Orphanet_2645,Osteoglophonic dwarfism,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,monoallelic,None,None,,c9cdb5716bc01339fc3215447e87ee7f0549719d,False,False,False
218,ENSG00000165731,RET,EFO_0000239,adrenal gland pheochromocytoma,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,Skin,None,None,None,None,None,None,monoallelic,CHEMBL535,INHIBITOR,,cac668c996a7a528f47ae062a07b422c02771aab,True,False,True
219,ENSG00000133703,KRAS,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,Skin,None,None,None,None,None,None,monoallelic,None,None,,282aa196418aedb64babeb88f66c310b2d3ff316,False,False,False
220,ENSG00000157388,CACNA1D,Orphanet_369929,Aldosterone-producing adenoma with seizures and neurological abnormalities,0.5,gene2phenotype,probable,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,monoallelic,None,None,,023b79f786e01e42fd7dbd88fb16d2dbb2ad391c,False,False,False
221,ENSG00000175115,PACS1,HP_0001249,Intellectual disability,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,monoallelic,None,None,,15f700ff6779e691e5547e3a252d86035daeb882,False,False,False
222,ENSG00000177565,TBL1XR1,MONDO_0011213,Pierpont syndrome,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,monoallelic,None,None,,6a742bda670bdad149cf781b46a322c5658b25cb,False,False,False
223,ENSG00000165731,RET,Orphanet_247709,Multiple endocrine neoplasia type 2B,1.0,gene2phenotype,both RD and IF,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,monoallelic,None,None,,d240d2c042b5028a7e67b535c1f652452feac1cc,False,False,False
224,ENSG00000059573,ALDH18A1,Orphanet_90348,Autosomal dominant cutis laxa,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,Eye,None,None,None,None,None,None,monoallelic,None,None,,820cc752d85c07bc97cc4fab0425d5bd859fd2e9,False,False,False
225,ENSG00000048545,GUCA1A,EFO_0001365,age-related macular degeneration,0.5,gene2phenotype,probable,SO_0002053,,gain_of_function_variant,Eye,None,None,None,None,None,None,monoallelic,None,None,,fd724fab597f0ad65168e4cb7a42e3612ffffa2c,False,False,False
226,ENSG00000113721,PDGFRB,Orphanet_363665,Acroosteolysis-keloid-like lesions-premature aging syndrome,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,monoallelic,None,None,,7dbff577b896090f631f58d9ae1336387eb0329a,False,False,False
227,ENSG00000110395,CBL,Orphanet_363972,Noonan syndrome-like disorder with juvenile myelomonocytic leukemia,1.0,gene2phenotype,confirmed,SO_0002053,,gain_of_function_variant,DD,None,None,None,None,None,None,monoallelic,None,None,,ea87238c1111e1b1e6b23b3252a5a18d359f9ec4,False,False,False
228,ENSG00000169750,RAC3,HP_0012443,Abnormality of brain morphology,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,0c34024adf1a05a4493c4ffa9d86414ad6fd00cb,False,False,False
229,ENSG00000111676,ATN1,MONDO_0016064,cleft palate,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,22c0215251a79f9b7e987973bca1ed0bc296a662,False,False,False
230,ENSG00000164187,LMBRD2,HP_0001263,Global developmental delay,0.5,genomics_england,amber,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,460af20d1da8c9e5b3bd2d65081e3b471187f598,False,False,False
231,ENSG00000006283,CACNA1G,MONDO_0014776,spinocerebellar ataxia type 42,1.0,genomics_england,green,None,,None,286,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.48,2021-05-19T11:00:24.009643Z,None,None,None,None,,8c65e4ebe9a4acf3f279a4fbe663189a43d21384,False,False,False
232,ENSG00000082996,RNF13,HP_0000407,Sensorineural hearing impairment,1.0,genomics_england,green,None,,None,402,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.364,2021-05-26T12:17:47.107389Z,None,None,None,None,,989ff41ab131494029249e7e5a6fd44646268328,False,False,False
233,ENSG00000185499,MUC1,Orphanet_34149,Autosomal dominant medullary cystic kidney disease with or without hyperuricemia,1.0,genomics_england,green,None,,None,678,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.18,2021-05-04T17:30:25.141597Z,None,None,None,None,,bb6f78ea3cd78534a763d9eb0c88bf44f012df97,False,False,False
234,ENSG00000082996,RNF13,HP_0011968,Feeding difficulties,1.0,genomics_england,green,None,,None,402,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.364,2021-05-26T12:17:47.107389Z,None,None,None,None,,dd61ee50a3473f46eeae94d72dc539ee23f2bd99,False,False,False
235,ENSG00000133703,KRAS,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,genomics_england,green,None,,None,168,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.23,2021-01-26T17:22:16.396271Z,None,None,None,None,,5c264f051c84f9b399030f7525f3f2533029c603,False,False,False
236,ENSG00000143622,RIT1,Orphanet_648,Noonan syndrome,1.0,genomics_england,green,None,,None,65,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype -please provide details in the comments,None,2.12,2021-05-05T15:39:01.503800Z,None,None,None,None,,8080868c3b8c72a4a4b48d514330af49f1d1a354,False,False,False
237,ENSG00000171608,PIK3CD,Orphanet_397596,Activated PIK3-delta syndrome,1.0,genomics_england,green,None,,None,550,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.45,2021-05-04T10:21:45.830038Z,None,None,None,None,,cbb1be0afd235e48a3c49e003fb78ef828e2a9d3,False,False,False
238,ENSG00000082996,RNF13,HP_0001250,Seizure,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,b57c22ff239d9a645d6f58c56f13de36872fd4e4,False,False,False
239,ENSG00000140368,PSTPIP1,Orphanet_69126,Pyogenic arthritis - pyoderma gangrenosum - acne,1.0,genomics_england,green,None,,None,111,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.77,2021-04-06T10:24:30.167293Z,None,None,None,None,,11f13aab4f12c73fe506473904ab6eeccd4b0a2c,False,False,False
240,ENSG00000111676,ATN1,HP_0001249,Intellectual disability,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,2ab9b9889940b89b5d1f55c8961dc27290e92abc,False,False,False
241,ENSG00000006283,CACNA1G,MONDO_0060758,"spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits",1.0,genomics_england,green,None,,None,466,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype -please provide details in the comments,None,2.71,2021-05-26T12:10:48.556055Z,None,None,None,None,,1856881ffbf9ef3fda654e9bc67e17d6200e17d6,False,False,False
242,ENSG00000169032,MAP2K1,Orphanet_500,LEOPARD syndrome,1.0,genomics_england,green,None,,None,473,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.67,2021-05-06T10:34:01.669897Z,None,None,None,None,,03b99d3d6795288c9d14bf2551450012dff9afc1,False,False,False
243,ENSG00000156515,HK1,MONDO_0000437,cerebellar ataxia,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,2f2ac69a41c3dcea062e83ec79c567dea00a87d6,False,False,False
244,ENSG00000126934,MAP2K2,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,genomics_england,green,None,,None,259,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.14,2020-09-30T13:44:28.360659Z,None,None,None,None,,4ab4ca0a95168b3cdc81d54e839539bf8f22ddf0,False,False,False
245,ENSG00000083067,TRPM3,HP_0001250,Seizure,0.5,genomics_england,amber,None,,None,402,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.364,2021-05-26T12:17:47.107389Z,None,None,None,None,,0b4154e291f2afa99fd1b36dcd42598ba650aad0,False,False,False
246,ENSG00000188906,LRRK2,Orphanet_411602,Hereditary late-onset Parkinson disease,1.0,genomics_england,green,None,,None,39,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.70,2021-05-11T10:52:16.809150Z,None,None,None,None,,4244a3ba577fb3339e12fe47f56e0315b7a2ba44,False,False,False
247,ENSG00000126934,MAP2K2,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,genomics_england,green,None,,None,144,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.28,2021-04-13T09:33:02.631798Z,None,None,None,None,,4f331f9a8689b1ba5cafabaedff30308d249b808,False,False,False
248,ENSG00000133703,KRAS,Orphanet_648,Noonan syndrome,1.0,genomics_england,green,None,,None,473,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.67,2021-05-06T10:34:01.669897Z,None,None,None,None,,7537977812748ced31d809178a8f9392500c4d01,False,False,False
249,ENSG00000169750,RAC3,HP_0012758,Neurodevelopmental delay,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,82960a182613437e87c3bb6b0d45a356a086df9a,False,False,False
250,ENSG00000127603,MACF1,HP_0001250,Seizure,1.0,genomics_england,green,None,,None,402,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.364,2021-05-26T12:17:47.107389Z,None,None,None,None,,86dd180d67f700b093a5580e9c21e119c547d06a,False,False,False
251,ENSG00000112137,PHACTR1,HP_0001249,Intellectual disability,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,8a66552be215596584908e4d538cce99c1eb194c,False,False,False
252,ENSG00000149269,PAK1,EFO_0010259,"intellectual developmental disorder with macrocephaly, seizures, and speech delay",1.0,genomics_england,green,None,,None,402,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.364,2021-05-26T12:17:47.107389Z,None,None,None,None,,b634503c4223729377f3756deb3d7fa25e282279,False,False,False
253,ENSG00000115904,SOS1,Orphanet_648,Noonan syndrome,1.0,genomics_england,green,None,,None,48,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.75,2021-01-29T15:21:16.036291Z,None,None,None,None,,cd7fbc109f90ca4587c3448dab0f5129674eeb30,False,False,False
254,ENSG00000111676,ATN1,HP_0001263,Global developmental delay,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,915fce8ee5551d21845380b3bf8af2fd5815d907,False,False,False
255,ENSG00000077782,FGFR1,Orphanet_710,Pfeiffer syndrome,1.0,genomics_england,green,None,,None,507,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.13,2021-03-10T18:58:47.933799Z,None,None,None,None,,ea7a8e0f54910e756dbf953e9317c098266c9869,False,False,False
256,ENSG00000006451,RALA,HP_0001249,Intellectual disability,1.0,genomics_england,green,None,,None,402,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.364,2021-05-26T12:17:47.107389Z,None,None,None,None,,5f2595120a6d114b6785747af334f7992ca652a9,False,False,False
257,ENSG00000111676,ATN1,HP_0001250,Seizure,1.0,genomics_england,green,None,,None,402,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.364,2021-05-26T12:17:47.107389Z,None,None,None,None,,6a844b3bfef5e4f27386f8b7eaf8ddddb75b348b,False,False,False
258,ENSG00000169032,MAP2K1,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,genomics_england,green,None,,None,144,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.28,2021-04-13T09:33:02.631798Z,None,None,None,None,,6e47cf4afa542366ca3b484c3a9aa5295bceb063,False,False,False
259,ENSG00000068078,FGFR3,Orphanet_53271,Muenke syndrome,1.0,genomics_england,green,None,,None,507,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.13,2021-03-10T18:58:47.933799Z,None,None,None,None,,06edd5053937ced54e4fac71c514f075122c8d53,False,False,False
260,ENSG00000082996,RNF13,HP_0001508,Failure to thrive,1.0,genomics_england,green,None,,None,402,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.364,2021-05-26T12:17:47.107389Z,None,None,None,None,,116c59a54b7e0a69036f50043a2f832031865e12,False,False,False
261,ENSG00000124813,RUNX2,Orphanet_1531,Craniosynostosis,1.0,genomics_england,green,None,,None,168,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.23,2021-01-26T17:22:16.396271Z,None,None,None,None,,316d228753a4fd0124f016e1b7efc60771c8bf68,False,False,False
262,ENSG00000100485,SOS2,Orphanet_648,Noonan syndrome,1.0,genomics_england,green,None,,None,65,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype -please provide details in the comments,None,2.12,2021-05-05T15:39:01.503800Z,None,None,None,None,,ecee1368a8221385549b11920a1f0d6e3202b8dd,False,False,False
263,ENSG00000071564,TCF3,Orphanet_183669,Agammaglobulinemia,1.0,genomics_england,green,None,,None,111,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.77,2021-04-06T10:24:30.167293Z,None,None,None,None,,039d34ca98fb07db53acd53737f7c9973896ea83,False,False,False
264,ENSG00000118971,CCND2,MONDO_0021003,polydactyly (disease),1.0,genomics_england,green,None,,None,384,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.41,2021-04-30T09:27:46.195432Z,None,None,None,None,,740ac3cd8165772bcf7ab474f4252d03698b2bf4,False,False,False
265,ENSG00000105976,MET,MONDO_0002367,kidney cancer,1.0,genomics_england,green,None,,None,154,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.1,2019-06-20T15:14:12.998750Z,None,None,CHEMBL3188267,INHIBITOR,,cb9afa97cd35c55023b25f0566d45042a6d23df5,True,False,True
266,ENSG00000164187,LMBRD2,HP_0000478,Abnormality of the eye,0.5,genomics_england,amber,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,0c4ba082c701d6e3008c4e266d82e47a73d910a5,False,False,False
267,ENSG00000169032,MAP2K1,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,genomics_england,green,None,,None,473,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.67,2021-05-06T10:34:01.669897Z,None,None,None,None,,ad3c5f1b09c1f850769ef1ff849b9867f01dcb02,False,False,False
268,ENSG00000068078,FGFR3,Orphanet_1860,Thanatophoric dysplasia type 1,1.0,genomics_england,green,None,,None,507,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.13,2021-03-10T18:58:47.933799Z,None,None,None,None,,af2eb6baf65814cc3c4b6047bf402d82701128f7,False,False,False
269,ENSG00000187486,KCNJ11,MONDO_0011153,"hyperinsulinemic hypoglycemia, familial, 2",1.0,genomics_england,green,None,,None,26,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.62,2021-05-05T17:48:42.359772Z,None,None,None,None,,753381b11e03ec5c7d2c5ee08e88cd3cfbd6a1c0,False,False,False
270,ENSG00000144218,AFF3,HP_0001249,Intellectual disability,1.0,genomics_england,green,None,,None,402,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.364,2021-05-26T12:17:47.107389Z,None,None,None,None,,9e67d7f8ec955bfd4d858b9f28932701d9c99ca0,False,False,False
271,ENSG00000015285,WAS,Orphanet_101987,Constitutional neutropenia,1.0,genomics_england,green,None,,None,398,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.421,2021-05-07T13:00:21.932671Z,None,None,None,None,,049299459116cc8c3ccf83483892184117354e23,False,False,False
272,ENSG00000066468,FGFR2,Orphanet_207,Crouzon disease,1.0,genomics_england,green,None,,None,168,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.23,2021-01-26T17:22:16.396271Z,None,None,None,None,,751fb04a2f629c13dc90b36763dbf95fc790500a,False,False,False
273,ENSG00000127603,MACF1,HP_0001249,Intellectual disability,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,a6fa972bb695802bfd31d20dd1e49dc3f76355bb,False,False,False
274,ENSG00000151623,NR3C2,Orphanet_88660,Pseudohyperaldosteronism type 2,1.0,genomics_england,green,None,,None,314,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.14,2020-11-13T13:35:47.245110Z,None,None,None,None,,d83aaa67dc6e7cdadbe1320bdbc0d6d78048dd45,False,False,False
275,ENSG00000082996,RNF13,Orphanet_1934,Early infantile epileptic encephalopathy,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,e1a44e276e099e9d385f1960858ca2a424645140,False,False,False
276,ENSG00000110395,CBL,Orphanet_363972,Noonan syndrome-like disorder with juvenile myelomonocytic leukemia,0.5,genomics_england,amber,None,,None,147,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.51,2021-05-06T10:21:32.542983Z,None,None,None,None,,eb1b00bd921f135a30e6a8e597ed2c620d1fc975,False,False,False
277,ENSG00000066468,FGFR2,Orphanet_1531,Craniosynostosis,1.0,genomics_england,green,None,,None,168,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.23,2021-01-26T17:22:16.396271Z,None,None,None,None,,fd4fbc461e7a0ae8b8e6b7f3c16292208b8fc40b,False,False,False
278,ENSG00000133703,KRAS,Orphanet_648,Noonan syndrome,1.0,genomics_england,green,None,,None,144,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.28,2021-04-13T09:33:02.631798Z,None,None,None,None,,01e87936795cc328fc798953c2a9c4a4c41d8e9c,False,False,False
279,ENSG00000115657,ABCB6,Orphanet_241,Dyschromatosis universalis,1.0,genomics_england,green,None,,None,509,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype -please provide details in the comments,None,1.67,2021-05-26T12:07:25.142638Z,None,None,None,None,,6aaafb1fe4531dd5f48bdeb06c78f58d271fb6b5,False,False,False
280,ENSG00000143622,RIT1,Orphanet_648,Noonan syndrome,1.0,genomics_england,green,None,,None,749,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.42,2021-05-12T14:03:49.516441Z,None,None,None,None,,1083d0c5daeaf7245602bb1e3649baaeecef016e,False,False,False
281,ENSG00000066468,FGFR2,Orphanet_1555,Cutis gyrata - acanthosis nigricans - craniosynostosis,1.0,genomics_england,green,None,,None,168,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.23,2021-01-26T17:22:16.396271Z,None,None,None,None,,643b059f7756806ce8a292cfb6b2639aea8183a6,False,False,False
282,ENSG00000196367,TRRAP,HP_0001263,Global developmental delay,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,8ee487723a281194a7f67cbde7ce6f5dd6c844c3,False,False,False
283,ENSG00000110395,CBL,Orphanet_363972,Noonan syndrome-like disorder with juvenile myelomonocytic leukemia,1.0,genomics_england,green,None,,None,749,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.42,2021-05-12T14:03:49.516441Z,None,None,None,None,,aa574a547052b70fc4b60341eee66931915b30d5,False,False,False
284,ENSG00000126934,MAP2K2,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,genomics_england,green,None,,None,65,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype -please provide details in the comments,None,2.12,2021-05-05T15:39:01.503800Z,None,None,None,None,,2bdd969263c606a1a7a343d2b61f274bf0ea187e,False,False,False
285,ENSG00000008853,RHOBTB2,HP_0001250,Seizure,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,daab27aa9266970d8b8cd1874e1e3fe5081e517e,False,False,False
286,ENSG00000164187,LMBRD2,MONDO_0001149,microcephaly (disease),0.5,genomics_england,amber,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,0e1b4f6902d01ff49c7a2851016d29a0f90cf110,False,False,False
287,ENSG00000169750,RAC3,EFO_0010563,neurodevelopmental disorder with structural brain anomalies and dysmorphic facies,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,21c1d8b25edd4350b9753868678c795e58b7e698,False,False,False
288,ENSG00000115904,SOS1,Orphanet_648,Noonan syndrome,1.0,genomics_england,green,None,,None,749,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.42,2021-05-12T14:03:49.516441Z,None,None,None,None,,5671f475f9a406f3ae79a42637dee24e92f83ca9,False,False,False
289,ENSG00000173068,BNC2,MONDO_0018559,fetal lower urinary tract obstruction,1.0,genomics_england,green,None,,None,678,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.18,2021-05-04T17:30:25.141597Z,None,None,None,None,,763f5f05ca526052b0f22dadf23d921ce02d7bf1,False,False,False
290,ENSG00000164187,LMBRD2,HP_0001250,Seizure,0.5,genomics_england,amber,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,97bb118448b30151fcfff3fe6d85f122f93f6c72,False,False,False
291,ENSG00000112137,PHACTR1,HP_0001263,Global developmental delay,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,76cc058a18f0f5cf88710c7902be5329b34f262e,False,False,False
292,ENSG00000157764,BRAF,Orphanet_648,Noonan syndrome,1.0,genomics_england,green,None,,None,144,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.28,2021-04-13T09:33:02.631798Z,None,None,None,None,,d2f7f0523d6f5ca6bd50ea001ec4df45fb90dd59,False,False,False
293,ENSG00000008853,RHOBTB2,Orphanet_1934,Early infantile epileptic encephalopathy,1.0,genomics_england,green,None,,None,285,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,3.1100,2021-05-26T12:18:06.395508Z,None,None,None,None,,70109fc3764ff1690d1ffc1501382d5071c24055,False,False,False
294,ENSG00000243649,CFB,Orphanet_54370,Primary membranoproliferative glomerulonephritis,0.5,genomics_england,amber,None,,None,83,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.20,2021-04-07T16:25:28.128864Z,None,None,None,None,,14961bd604304914b059589e819fa7722577872e,False,False,False
295,ENSG00000157764,BRAF,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,genomics_england,green,None,,None,259,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.14,2020-09-30T13:44:28.360659Z,None,None,None,None,,253e973cb2ca988e7defd1514cea4c346c81dda4,False,False,False
296,ENSG00000169032,MAP2K1,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,genomics_england,green,None,,None,749,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.42,2021-05-12T14:03:49.516441Z,None,None,None,None,,b0e6c1d7f1d4257f4b354a43c144be93abd58c72,False,False,False
297,ENSG00000133703,KRAS,Orphanet_1340,Cardiofaciocutaneous syndrome,1.0,genomics_england,green,None,,None,144,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,1.28,2021-04-13T09:33:02.631798Z,None,None,None,None,,a7f5217dd1079a43c614cfd1cf6f55bd47c3cb81,False,False,False
298,ENSG00000125730,C3,Orphanet_2134,Atypical hemolytic-uremic syndrome,1.0,genomics_england,green,None,,None,83,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.20,2021-04-07T16:25:28.128864Z,None,None,None,None,,d6b2e3160c83452dd6fb6527cf0e2f9654d2eadd,False,False,False
299,ENSG00000187486,KCNJ11,Orphanet_552,MODY,1.0,genomics_england,green,None,,None,472,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.42,2021-05-05T17:53:46.748366Z,None,None,CHEMBL1481,BLOCKER,,0053add55e8f3f1313142c1a5359b02bfcfe4708,True,False,True
300,ENSG00000006283,CACNA1G,MONDO_0014776,spinocerebellar ataxia type 42,1.0,genomics_england,green,None,,None,477,None,Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments,None,2.190,2021-05-26T12:00:33.196192Z,None,None,None,None,,0de8da38cc5abec60a9e7bea45c26c967ad4d9b8,False,False,False
